order_id,customer_id,order_placement_date,on_time,in_full,otif,customer_name
FMR33422103,789422,02-Mar-22,0,0,0,Lotus Mart
FMR34121603,789121,02-Mar-22,0,0,0,Coolblue
FMR35420102,789420,02-Mar-22,0,0,0,Lotus Mart
FMR33420302,789420,02-Mar-22,0,0,0,Lotus Mart
FMR33420602,789420,02-Mar-22,0,0,0,Lotus Mart
FMR33520402,789520,02-Mar-22,0,0,0,Acclaimed Stores
FMR34421402,789421,02-Mar-22,0,0,0,Lotus Mart
FMR35421602,789421,02-Mar-22,0,0,0,Lotus Mart
FMR34421603,789421,02-Mar-22,0,0,0,Lotus Mart
FMR35122502,789122,02-Mar-22,0,0,0,Coolblue
FMR34122403,789122,02-Mar-22,0,0,0,Coolblue
FMR34122202,789122,02-Mar-22,0,0,0,Coolblue
FMR35122202,789122,02-Mar-22,0,0,0,Coolblue
FMR35422503,789422,02-Mar-22,0,1,0,Lotus Mart
FMR34422503,789422,02-Mar-22,0,1,0,Lotus Mart
FMR33422302,789422,02-Mar-22,0,1,0,Lotus Mart
FMR35422303,789422,02-Mar-22,0,1,0,Lotus Mart
FMR34422202,789422,02-Mar-22,0,1,0,Lotus Mart
FMR35301503,789301,02-Mar-22,0,1,0,Expression Stores
FMR33301602,789301,02-Mar-22,0,1,0,Expression Stores
FMR34301501,789301,02-Mar-22,0,1,0,Expression Stores
FMR33102402,789102,02-Mar-22,0,1,0,Vijay Stores
FMR35102301,789102,02-Mar-22,0,1,0,Vijay Stores
FMR34102601,789102,02-Mar-22,0,1,0,Vijay Stores
FMR35122302,789122,02-Mar-22,0,1,0,Coolblue
FMR35303503,789303,02-Mar-22,0,1,0,Expression Stores
FMR35321301,789321,02-Mar-22,0,1,0,Chiptec Stores
FMR35321303,789321,02-Mar-22,0,1,0,Chiptec Stores
FMR34321101,789321,02-Mar-22,0,1,0,Chiptec Stores
FMR33520201,789520,02-Mar-22,0,1,0,Acclaimed Stores
FMR34520201,789520,02-Mar-22,0,1,0,Acclaimed Stores
FMR33503203,789503,02-Mar-22,0,1,0,Viveks Stores
FMR34202202,789202,02-Mar-22,0,1,0,Rel Fresh
FMR34621102,789621,02-Mar-22,0,1,0,Expert Mart
FMR33621402,789621,02-Mar-22,0,1,0,Expert Mart
FMR33621303,789621,02-Mar-22,0,1,0,Expert Mart
FMR34201601,789201,02-Mar-22,0,1,0,Rel Fresh
FMR35401201,789401,02-Mar-22,0,1,0,Propel Mart
FMR34522401,789522,02-Mar-22,0,1,0,Acclaimed Stores
FMR34522303,789522,02-Mar-22,0,1,0,Acclaimed Stores
FMR34522603,789522,02-Mar-22,0,1,0,Acclaimed Stores
FMR33522603,789522,02-Mar-22,0,1,0,Acclaimed Stores
FMR35521303,789521,02-Mar-22,0,1,0,Acclaimed Stores
FMR33521501,789521,02-Mar-22,0,1,0,Acclaimed Stores
FMR33521603,789521,02-Mar-22,0,1,0,Acclaimed Stores
FMR34521103,789521,02-Mar-22,0,1,0,Acclaimed Stores
FMR33121403,789121,02-Mar-22,0,1,0,Coolblue
FMR34121401,789121,02-Mar-22,0,1,0,Coolblue
FMR33121101,789121,02-Mar-22,0,1,0,Coolblue
FMR35121202,789121,02-Mar-22,0,1,0,Coolblue
FMR34420403,789420,02-Mar-22,0,1,0,Lotus Mart
FMR34420302,789420,02-Mar-22,0,1,0,Lotus Mart
FMR35402501,789402,02-Mar-22,1,1,1,Propel Mart
FMR34402603,789402,02-Mar-22,1,1,1,Propel Mart
FMR34402503,789402,02-Mar-22,1,1,1,Propel Mart
FMR35402603,789402,02-Mar-22,1,1,1,Propel Mart
FMR33622402,789622,02-Mar-22,1,1,1,Expert Mart
FMR34221203,789221,02-Mar-22,1,1,1,Atlas Stores
FMR33221401,789221,02-Mar-22,1,1,1,Atlas Stores
FMR34221601,789221,02-Mar-22,1,1,1,Atlas Stores
FMR34721301,789721,02-Mar-22,1,1,1,Logic Stores
FMR35721103,789721,02-Mar-22,1,1,1,Logic Stores
FMR33320502,789320,02-Mar-22,1,1,1,Chiptec Stores
FMR35501401,789501,02-Mar-22,1,1,1,Viveks Stores
FMR34401603,789401,02-Mar-22,1,1,1,Propel Mart
FMR33720403,789720,02-Mar-22,1,1,1,Logic Stores
FMR35220102,789220,02-Mar-22,1,1,1,Atlas Stores
FMR35621302,789621,02-Mar-22,1,1,1,Expert Mart
FMR35621202,789621,02-Mar-22,1,1,1,Expert Mart
FMR34101203,789101,02-Mar-22,1,1,1,Vijay Stores
FMR35101502,789101,02-Mar-22,1,1,1,Vijay Stores
FMR34321502,789321,02-Mar-22,1,1,1,Chiptec Stores
FMR33321503,789321,02-Mar-22,1,1,1,Chiptec Stores
FMR35321101,789321,02-Mar-22,1,1,1,Chiptec Stores
FMR33203403,789203,02-Mar-22,1,1,1,Rel Fresh
FMR34203602,789203,02-Mar-22,1,1,1,Rel Fresh
FMR35203601,789203,02-Mar-22,1,1,1,Rel Fresh
FMR35102401,789102,02-Mar-22,1,1,1,Vijay Stores
FMR35301401,789301,02-Mar-22,1,1,1,Expression Stores
FMR34201502,789201,02-Mar-22,1,1,1,Rel Fresh
FMR33201403,789201,02-Mar-22,1,1,1,Rel Fresh
FMR35420402,789420,02-Mar-22,1,1,1,Lotus Mart
FMR35121203,789121,02-Mar-22,1,1,1,Coolblue
FMR34121502,789121,02-Mar-22,1,1,1,Coolblue
FMR33522303,789522,02-Mar-22,1,1,1,Acclaimed Stores
FMR34522101,789522,02-Mar-22,1,1,1,Acclaimed Stores
FMR35522103,789522,02-Mar-22,1,1,1,Acclaimed Stores
FMR33422203,789422,02-Mar-22,1,1,1,Lotus Mart
FMR34521403,789521,02-Mar-22,1,1,1,Acclaimed Stores
FMR33521601,789521,02-Mar-22,1,1,1,Acclaimed Stores
FMR34521401,789521,02-Mar-22,1,1,1,Acclaimed Stores
FMR35702603,789702,02-Mar-22,1,1,1,Sorefoz Mart
FMR35702202,789702,02-Mar-22,1,1,1,Sorefoz Mart
FMR33103603,789103,02-Mar-22,1,1,1,Vijay Stores
FMR34403602,789403,02-Mar-22,1,1,1,Propel Mart
FMR33403601,789403,02-Mar-22,1,1,1,Propel Mart
FMR34202203,789202,02-Mar-22,1,1,1,Rel Fresh
FMR35202603,789202,02-Mar-22,1,1,1,Rel Fresh
FMR35303101,789303,02-Mar-22,1,1,1,Expression Stores
FMR35703502,789703,02-Mar-22,1,1,1,Sorefoz Mart
FMR34703601,789703,02-Mar-22,1,1,1,Sorefoz Mart
FMR34603203,789603,02-Mar-22,1,1,1,Info Stores
FMR33603502,789603,02-Mar-22,1,1,1,Info Stores
FMR34603601,789603,02-Mar-22,1,1,1,Info Stores
FMR35603601,789603,02-Mar-22,1,1,1,Info Stores
FMR35603302,789603,02-Mar-22,1,1,1,Info Stores
FMR34103602,789103,03-Mar-22,1,0,0,Vijay Stores
FMR35103502,789103,03-Mar-22,1,0,0,Vijay Stores
FMR36103201,789103,03-Mar-22,1,0,0,Vijay Stores
FMR35903203,789903,03-Mar-22,1,0,0,Elite Mart
FMR34903401,789903,03-Mar-22,1,0,0,Elite Mart
FMR34903502,789903,03-Mar-22,1,0,0,Elite Mart
FMR36903501,789903,03-Mar-22,1,0,0,Elite Mart
FMR34702402,789702,03-Mar-22,1,0,0,Sorefoz Mart
FMR35702503,789702,03-Mar-22,1,0,0,Sorefoz Mart
FMR34601603,789601,03-Mar-22,1,0,0,Info Stores
FMR35601602,789601,03-Mar-22,1,0,0,Info Stores
FMR34301401,789301,03-Mar-22,1,0,0,Expression Stores
FMR35301103,789301,03-Mar-22,1,0,0,Expression Stores
FMR36203203,789203,03-Mar-22,1,0,0,Rel Fresh
FMR35203502,789203,03-Mar-22,1,0,0,Rel Fresh
FMR35621403,789621,03-Mar-22,1,0,0,Expert Mart
FMR36621202,789621,03-Mar-22,1,0,0,Expert Mart
FMR34621603,789621,03-Mar-22,1,0,0,Expert Mart
FMR34101603,789101,03-Mar-22,1,0,0,Vijay Stores
FMR36101401,789101,03-Mar-22,1,0,0,Vijay Stores
FMR34102503,789102,03-Mar-22,1,0,0,Vijay Stores
FMR36102401,789102,03-Mar-22,1,0,0,Vijay Stores
FMR35201601,789201,03-Mar-22,1,0,0,Rel Fresh
FMR34201603,789201,03-Mar-22,1,0,0,Rel Fresh
FMR35202601,789202,03-Mar-22,1,0,0,Rel Fresh
FMR35321502,789321,03-Mar-22,1,0,0,Chiptec Stores
FMR34402501,789402,03-Mar-22,1,0,0,Propel Mart
FMR35402602,789402,03-Mar-22,1,0,0,Propel Mart
FMR35720603,789720,03-Mar-22,1,0,0,Logic Stores
FMR34720603,789720,03-Mar-22,1,0,0,Logic Stores
FMR35221403,789221,03-Mar-22,1,0,0,Atlas Stores
FMR34221503,789221,03-Mar-22,1,0,0,Atlas Stores
FMR35703102,789703,03-Mar-22,1,0,0,Sorefoz Mart
FMR36703601,789703,03-Mar-22,1,0,0,Sorefoz Mart
FMR34622502,789622,03-Mar-22,1,0,0,Expert Mart
FMR34721603,789721,03-Mar-22,1,0,0,Logic Stores
FMR35220303,789220,03-Mar-22,1,0,0,Atlas Stores
FMR36520502,789520,03-Mar-22,1,0,0,Acclaimed Stores
FMR36520602,789520,03-Mar-22,1,0,0,Acclaimed Stores
FMR34501601,789501,03-Mar-22,1,0,0,Viveks Stores
FMR36503402,789503,03-Mar-22,1,0,0,Viveks Stores
FMR35603603,789603,03-Mar-22,1,0,0,Info Stores
FMR36603501,789603,03-Mar-22,1,0,0,Info Stores
FMR34603603,789603,03-Mar-22,1,0,0,Info Stores
FMR34403502,789403,03-Mar-22,1,0,0,Propel Mart
FMR35403302,789403,03-Mar-22,1,0,0,Propel Mart
FMR36421601,789421,03-Mar-22,1,0,0,Lotus Mart
FMR35303203,789303,03-Mar-22,1,0,0,Expression Stores
FMR36303602,789303,03-Mar-22,1,0,0,Expression Stores
FMR36521603,789521,03-Mar-22,1,0,0,Acclaimed Stores
FMR35121302,789121,03-Mar-22,1,0,0,Coolblue
FMR34422602,789422,03-Mar-22,1,0,0,Lotus Mart
FMR34420201,789420,03-Mar-22,1,0,0,Lotus Mart
FMR35420302,789420,03-Mar-22,1,0,0,Lotus Mart
FMR36202203,789202,03-Mar-22,0,0,0,Rel Fresh
FMR36320402,789320,03-Mar-22,0,0,0,Chiptec Stores
FMR36902601,789902,03-Mar-22,0,0,0,Elite Mart
FMR36721101,789721,03-Mar-22,0,0,0,Logic Stores
FMR34102401,789102,03-Mar-22,0,0,0,Vijay Stores
FMR34221603,789221,03-Mar-22,0,0,0,Atlas Stores
FMR36501103,789501,03-Mar-22,0,0,0,Viveks Stores
FMR34503103,789503,03-Mar-22,0,0,0,Viveks Stores
FMR34103302,789103,03-Mar-22,0,0,0,Vijay Stores
FMR35601102,789601,03-Mar-22,0,0,0,Info Stores
FMR34903101,789903,03-Mar-22,0,0,0,Elite Mart
FMR35903401,789903,03-Mar-22,0,0,0,Elite Mart
FMR35702601,789702,03-Mar-22,0,0,0,Sorefoz Mart
FMR35521602,789521,03-Mar-22,0,0,0,Acclaimed Stores
FMR34521502,789521,03-Mar-22,0,0,0,Acclaimed Stores
FMR36521302,789521,03-Mar-22,0,0,0,Acclaimed Stores
FMR35522403,789522,03-Mar-22,0,0,0,Acclaimed Stores
FMR35522601,789522,03-Mar-22,0,0,0,Acclaimed Stores
FMR36121203,789121,03-Mar-22,0,0,0,Coolblue
FMR36121402,789121,03-Mar-22,0,0,0,Coolblue
FMR35121503,789121,03-Mar-22,0,0,0,Coolblue
